accuracy,loss
"[0.7398187518119812, 0.8683187365531921, 0.8940874934196472, 0.9049624800682068, 0.9131749868392944, 0.9151874780654907, 0.9196624755859375, 0.9208312630653381, 0.9231062531471252, 0.9246875047683716, 0.9253374934196472, 0.9255375266075134, 0.9257375001907349, 0.9275749921798706, 0.92720627784729]","[0.5117276906967163, 0.3029088079929352, 0.2538940906524658, 0.23111799359321594, 0.216186985373497, 0.20974372327327728, 0.20027348399162292, 0.1980350762605667, 0.19357910752296448, 0.19017888605594635, 0.18907323479652405, 0.18937045335769653, 0.1876465380191803, 0.18408747017383575, 0.1862083077430725]"
